259;Aaron;Klug;08/11/1926; ;Lithuania;LT;Zelvas;male;1982;chemistry;1;for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes
261;Robert Bruce;Merrifield;7/15/1921;5/14/2006;USA;US;Fort Worth, TX;male;1984;chemistry;1;for his development of methodology for chemical synthesis on a solid matrix
758;Kurt;Wôthrich;10/04/1938; ;Switzerland;CH;Aarberg;male;2002;chemistry;2;for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution
700;James M.;Buchanan Jr.;10/03/1919;01/09/2013;USA;US;Murfreesboro, TN;male;1986;economics;1;for his development of the contractual and constitutional bases for the theory of economic and political decision-making
290;Walter;Kohn;03/09/1923;4/19/2016;Austria;AT;Vienna;male;1998;chemistry;2;for his development of the density-functional theory
55;Cecil Frank;Powell;12/05/1903;08/09/1969;United Kingdom;GB;Tonbridge;male;1950;physics;1;for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method
275;Elias James;Corey;07/12/1928; ;USA;US;Methuen, MA;male;1990;chemistry;1;for his development of the theory and methodology of organic synthesis
53;Patrick Maynard Stuart;Blackett;11/18/1897;7/13/1974;United Kingdom;GB;London;male;1948;physics;1;for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation
733;Daniel L.;McFadden;7/29/1937; ;USA;US;Raleigh, NC;male;2000;economics;2;for his development of theory and methods for analyzing discrete choice
732;James J.;Heckman;4/19/1944; ;USA;US;Chicago, IL;male;2000;economics;2;for his development of theory and methods for analyzing selective samples
191;Irving;Langmuir;01/31/1881;8/16/1957;USA;US;Brooklyn, NY;male;1932;chemistry;1;for his discoveries and investigations in surface chemistry
29;Karl Manne Georg;Siegbahn;12/03/1886;9/26/1978;Sweden;SE;Lund;male;1924;physics;1;for his discoveries and research in the field of X-ray spectroscopy
366;Joshua;Lederberg;5/23/1925;02/02/2008;USA;US;Montclair, NJ;male;1958;medicine;2;for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria
384;Charles Brenton;Huggins;9/22/1901;01/12/1997;Canada;CA;Halifax;male;1966;medicine;2;for his discoveries concerning hormonal treatment of prostatic cancer
63;Willis Eugene;Lamb;07/12/1913;5/15/2008;USA;US;Los Angeles, CA;male;1955;physics;2;for his discoveries concerning the fine structure of the hydrogen spectrum
422;Roger W.;Sperry;8/19/1913;4/17/1994;USA;US;Hartford, CT;male;1981;medicine;2;for his discoveries concerning the functional specialization of the cerebral hemispheres
397;Earl W.;Sutherland, Jr.;11/19/1915;03/09/1974;USA;US;Burlingame, KS;male;1971;medicine;1;for his discoveries concerning the mechanisms of the action of hormones
359;Axel Hugo Theodor;Theorell;07/06/1903;8/15/1982;Sweden;SE;Link_ping;male;1955;medicine;1;for his discoveries concerning the nature and mode of action of oxidation enzymes
325;Thomas Hunt;Morgan;09/25/1866;12/04/1945;USA;US;Lexington, KY;male;1933;medicine;1;for his discoveries concerning the role played by the chromosome in heredity
352;Max;Theiler;01/30/1899;08/11/1972;South Africa;ZA;Pretoria;male;1951;medicine;1;for his discoveries concerning yellow fever and how to combat it
332;Albert;von Szent-Gyorgyi Nagyrápolt;09/16/1893;10/22/1986;Austria-Hungary (now Hungary);HU;Budapest;male;1937;medicine;1;for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid
216;Hermann;Staudinger;03/23/1881;09/08/1965;Germany;DE;Worms;male;1953;chemistry;1;for his discoveries in the field of macromolecular chemistry
927;Yoshinori;Ohsumi;0000/00/00; ;Japan;JP;Fukuoka;male;2016;medicine;1;for his discoveries of mechanisms for autophagy
371;Georg;von Békésy;06/03/1899;6/13/1972;Hungary;HU;Budapest;male;1961;medicine;1;for his discoveries of the physical mechanism of stimulation within the cochlea
16;Wilhelm;Wien;01/13/1864;8/30/1928;Prussia (now Russia);RU;Gaffken (now Parusnoye);male;1911;physics;1;for his discoveries regarding the laws governing the radiation of heat
309;Jules;Bordet;06/13/1870;04/06/1961;Belgium;BE;Soignies;male;1919;medicine;1;for his discoveries relating to immunity
363;Daniel;Bovet;3/23/1907;04/08/1992;Switzerland;CH;NeuchŠtel;male;1957;medicine;1;for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles
707;Ronald H.;Coase;12/29/1910;09/02/2013;United Kingdom;GB;Willesden;male;1991;economics;1;for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy
223;Jaroslav;Heyrovsky;12/20/1890;3/27/1967;Austria-Hungary (now Czech Republic);CZ;Prague;male;1959;chemistry;1;for his discovery and development of the polarographic methods of analysis
